Ammonia (ppm),CO2 (ppm),Temperature (°C),Humidity (%),Egg Production (eggs/hen/day),Egg Production Category
6.508959563,1787.064204,31.92930567,46.81138892,1.080821159,Low
30.64503582,1553.63345,29.461696,49.05403512,0.706340477,Low
39.31064086,729.8235812,28.81342658,71.59910465,2.794139158,Low
44.45445365,414.383842,25.30323281,70.78948995,2.464667101,Low
20.39367869,755.5953537,27.23677206,67.53828632,4.914826858,High
41.95657871,1850.754003,28.96023951,52.52507123,0.410350032,Low
9.978428163,1376.403747,27.08693171,58.55598456,3.434726521,Low
43.09035313,1525.792924,30.47469986,44.83448582,0.309658774,Low
10.7369898,737.1589969,26.505454,51.32303019,4.848890001,High
22.87792808,1522.959864,23.03409773,84.88526132,3.346688389,Low
40.87829146,347.8065607,23.20900674,88.98458732,2.527881597,Low
11.74628423,938.0462878,20.08705653,72.38297928,9.971860007,High
15.31631279,1365.480693,24.51436573,85.8411646,4.099044554,High
37.50136558,548.3641614,31.23376461,72.13709502,1.361009541,Low
37.40164414,1699.106077,31.91244063,41.65982431,2.135001531,Low
33.85164348,699.553208,23.03701313,89.83812925,5.811459019,High
36.22768,1408.877892,34.38565995,44.94761508,2.682281321,Low
29.42259995,988.8351424,27.5360419,74.13209007,3.172775486,Low
16.33095765,1313.274112,33.75468124,52.64181015,0.507215408,Low
20.55631971,482.6659395,30.60147923,59.59905565,5.263791596,High
13.17189726,328.7517599,30.83650135,72.29670924,5.066679324,High
45.88027526,1846.259527,21.27565432,61.82436747,0.399655782,Low
31.25263076,758.3710149,23.2998669,52.52730295,4.506193746,High
23.03831375,1693.450905,20.1322225,56.72230934,5.342443893,High
25.79026116,1998.895511,30.74191461,57.07740585,0.656342047,Low
47.62775028,659.4331386,25.16657433,87.96619523,2.613862907,Low
11.90081314,750.79026,31.79978774,79.9306508,3.158915324,Low
31.38034244,1426.861639,25.0840433,62.92743857,5.346585255,High
27.76499055,1941.262679,32.29000628,49.99104602,1.847456699,Low
32.51544059,1856.884392,21.96047381,80.55080551,0.94559804,Low
5.814958272,1154.888384,22.60059735,47.85912358,2.162797645,Low
44.2455759,1651.68748,25.11314809,50.52311086,2.347097385,Low
46.94532271,530.7679503,26.12731083,58.30066959,2.801696914,Low
30.43099326,1961.644913,25.23054216,84.01740979,1.103324016,Low
36.34928707,1939.400498,31.45470549,46.58933343,2.058050208,Low
46.51247215,578.3392284,21.45427089,46.11170964,1.807848831,Low
36.82573854,809.0193122,25.26825529,64.69874942,1.575618208,Low
11.86425693,470.2634958,32.55859999,53.82052705,2.671249422,Low
30.93297621,761.9199181,21.00195616,68.43639708,3.009501942,Low
32.30217709,1687.124842,34.13515262,62.58183423,0.846334818,Low
24.08588021,943.1365322,34.79475263,61.74795532,1.614831719,Low
38.1399906,450.2748441,21.32852261,45.59864852,0.534879785,Low
47.04651566,881.7833921,24.36908783,47.05248451,2.723599601,Low
46.65058308,1968.351668,25.58600999,81.05392887,1.942785353,Low
25.28777171,1370.462112,31.64587053,84.29413688,4.433648984,High
10.09571206,1007.473609,28.93890218,51.73417664,5.444105277,High
49.31785395,583.1154729,29.66548551,45.67302508,1.352658574,Low
42.75041389,1976.500555,31.36264734,42.6708336,1.675959036,Low
10.60982065,1695.443316,21.76968499,70.41488069,3.008252987,Low
46.43788472,778.5114142,32.49814185,75.76766063,1.097101591,Low
44.14533629,419.1167827,30.58429706,58.64049946,0.416371417,Low
28.34771257,396.2634475,28.66012588,73.98379337,5.069066042,High
31.60739461,504.6428542,33.34603002,75.64794078,1.437080877,Low
22.95512167,1287.306592,30.50459531,86.76711407,3.905272672,Low
7.464273747,1878.897816,23.02549944,43.24368189,1.403497018,Low
20.08387587,1144.463828,26.44618072,49.61458616,0.628889664,Low
41.12840519,1733.00732,27.410643,43.42629938,2.775259897,Low
5.208441035,1058.007254,20.8282644,83.39969667,3.161917898,Low
20.00746273,1504.592028,34.3195627,79.629358,2.596251106,Low
22.91759121,1544.183653,21.92865891,68.73210353,4.534076366,High
29.18280213,595.7383,30.46191901,44.1831705,1.856839488,Low
46.39350274,914.0673003,27.59346554,53.66561793,0.907816863,Low
20.58556975,1383.413666,20.38448375,54.8859924,5.90009285,High
20.61289409,420.1842339,33.87121214,68.0371598,0.845552876,Low
38.18755616,914.6183192,32.77755213,52.9021947,1.766633991,Low
25.34980734,1209.159093,27.86386892,43.6479932,2.980250115,Low
15.10721703,1993.581638,23.43413504,76.53811509,2.643283189,Low
25.35977823,1106.707056,21.82434336,54.95401058,4.608989476,High
11.33856592,1687.296487,25.45088719,62.61870885,5.971123569,High
12.93741439,1034.514385,23.83142422,46.38333175,2.104109585,Low
27.42654977,1653.864228,27.60036802,80.12741517,3.626101248,Low
23.85164523,1312.205163,34.49613944,68.27659385,1.216788631,Low
46.16806555,1807.212251,28.6243024,85.07928131,1.003480002,Low
21.30772546,998.602339,33.34896584,64.77357815,1.032041125,Low
31.12647576,1327.317514,29.76318256,87.07128359,5.281369318,High
33.45189296,1371.031757,27.1286979,84.59341022,4.752788782,High
5.589250546,1009.551001,32.81911344,68.82299282,0.114278135,Low
34.85918174,545.3304743,27.07052165,86.69467191,5.632345451,High
13.01161851,459.0509918,33.02942256,56.15443736,0.890388421,Low
48.24816429,328.341636,24.37365154,58.28210814,2.991224631,Low
11.68982275,1785.008249,21.93219611,42.27389757,2.862572191,Low
23.65808557,702.0073508,32.82971697,69.46004534,2.82159215,Low
8.840735064,659.5614738,28.81122746,76.0961985,5.433382812,High
49.85934133,1551.260181,33.33638597,78.67595951,0.661839995,Low
27.59877546,844.0273922,34.0674081,47.4908143,1.597898232,Low
31.79232578,1160.275977,20.80442586,62.20795362,3.67290788,Low
8.018441482,576.268811,27.51453953,48.8431606,0.779026367,Low
38.74822117,1931.567726,25.62446824,73.10636744,1.832855308,Low
14.44575169,1747.68838,29.38787596,47.89731862,0.122500636,Low
45.41244302,1768.442359,31.90386796,85.2081842,2.9083757,Low
14.23128382,991.5153726,24.20885324,51.53173228,5.756019518,High
13.58094743,1596.014063,28.35197577,54.57011331,4.142302716,High
6.644735053,544.5894642,30.6309287,82.54531611,4.546267344,High
26.24301253,314.6523044,22.01646624,62.92338051,4.398358258,High
30.417851,333.9539854,32.21100359,41.19979729,2.646599336,Low
7.956888774,1297.222954,29.091644,64.72931256,5.065805629,High
39.89874275,1074.171339,34.24306156,44.22716677,0.834333742,Low
25.39799756,1180.626093,25.09293379,89.26723593,4.340523763,High
28.59756212,312.6873387,21.62218914,69.40557852,4.286897927,High
24.83432361,1018.567253,27.59751802,52.82663088,5.878005505,High
23.03433774,1520.715874,21.28716158,68.18588398,3.525932732,Low
30.18381491,1052.579293,34.54289785,43.84335517,0.268729012,Low
11.98581107,1544.772651,20.58027437,79.99456521,5.641856496,High
13.18676587,696.1322395,31.30255852,86.26640269,5.690057969,High
43.78035295,1682.341408,27.87653597,83.72221941,2.615217264,Low
47.5751958,1300.333109,25.52930979,57.08788011,1.532930747,Low
21.79891923,658.297269,20.98763247,56.28840598,4.979233285,High
17.18351029,702.424809,29.33250386,41.75438056,1.690089143,Low
33.97997945,1367.65179,28.77830494,72.57001794,3.208343478,Low
23.3930377,1710.897308,24.2132491,66.74523921,1.787504691,Low
6.142386005,1006.567229,33.65332552,62.96731857,0.040842442,Low
12.02686688,739.1107295,24.56165011,85.38154767,7.299949638,High
37.2187503,1773.919732,26.74588116,48.39394505,2.796877728,Low
34.65157739,1437.756096,28.15643684,40.48331333,0.912135809,Low
6.219319663,1061.745328,21.50347817,43.66582261,2.819479928,Low
14.98874729,1129.430332,33.98242579,51.16857189,0.750401871,Low
15.39836585,647.2359955,25.61804229,41.66427746,0.943686721,Low
35.23517346,1365.564471,21.21168821,65.14218553,1.885222489,Low
5.886974199,909.8622679,25.80936761,55.70452276,5.284880918,High
9.684886189,1992.5968,29.00303821,49.0241504,1.504163304,Low
40.99622384,1116.311976,27.70479008,77.50420375,2.646347062,Low
13.03450979,1126.005531,30.41812961,50.22256631,3.120721265,Low
34.37357485,1261.948039,20.83225913,74.38025505,5.766584516,High
15.71822515,1858.485205,24.26810915,57.46324529,0.5889234,Low
9.474862674,1661.39077,32.28845865,65.59138803,2.652716235,Low
15.94274859,1066.921119,21.19840532,86.69335199,4.202589538,High
37.50201193,1521.788752,32.83228932,41.86758174,2.498271168,Low
43.50634106,1296.600348,21.37844138,65.01322537,2.014996649,Low
42.35989391,1137.023983,32.51681322,82.72114802,0.527824897,Low
22.87325883,626.9368137,25.41182602,69.39871242,5.75414271,High
35.06383115,1088.691648,29.18313595,53.84352585,0.736552171,Low
14.22429329,717.8915979,22.29330673,59.88405676,3.732420356,Low
18.19164786,1855.231655,20.99253083,74.01328144,2.44253669,Low
45.33511183,870.1915829,23.23907306,84.54059472,0.317619767,Low
5.585086558,1918.848825,21.91780727,42.05331869,0.666107719,Low
8.847883888,1206.193993,24.68608847,43.57694109,1.51103272,Low
14.35488148,1373.625444,27.7157487,56.25257618,5.491431086,High
6.193949174,1222.998756,28.83139195,51.63898422,3.442451924,Low
13.16459458,519.9470488,31.84802161,53.24654431,4.643004704,High
31.23687024,938.8960723,29.8435984,51.06349993,5.133721775,High
23.96410478,468.5483909,29.13137488,49.79125244,2.581785674,Low
45.170227,1359.021875,26.17673041,46.53119834,2.806696681,Low
41.78496028,1059.686132,27.10712652,86.69770659,2.353919743,Low
20.38178083,1622.574452,26.21781244,47.2094732,1.958485195,Low
16.6740545,674.7998177,32.63249045,50.22018874,1.300860256,Low
22.08615837,579.7622993,23.45000679,52.3132862,3.336330463,Low
31.56327241,990.7647926,20.08581397,86.65074366,5.129211578,High
17.06286384,1875.195151,29.76979846,77.78570668,2.978211913,Low
33.08670085,1507.717086,23.03693275,79.48497152,5.210281784,High
23.42352435,1012.170162,33.35172704,45.23791298,0.050133281,Low
29.84212314,1179.362689,32.88569495,81.81549375,1.488779934,Low
24.62569381,443.162119,21.15091058,60.40965409,4.843939897,High
18.25095918,1973.779024,21.59582608,53.14115131,2.069022603,Low
47.68039881,1432.892418,27.42757388,68.78750418,2.159177507,Low
39.36226074,785.1869164,29.13833994,81.10914529,1.674325324,Low
11.30509291,1295.87427,24.12362506,78.93260755,3.670080998,Low
44.08105892,486.1200223,30.75196575,84.49987413,2.826601984,Low
26.93440392,1941.922337,28.92374031,86.4066093,2.089999403,Low
45.25485021,597.1344794,24.87236165,51.90610357,0.710520111,Low
40.99348652,1401.651541,20.38057232,61.19289471,0.966965497,Low
24.1346077,717.2725863,31.25225422,40.73142696,2.765783012,Low
6.011118874,1519.854351,23.22130499,83.96608296,5.66245556,High
17.09048117,1620.596324,32.51710615,47.72860757,1.215439315,Low
29.37353966,1444.813539,26.3043539,83.07374062,3.114921666,Low
33.50651989,1344.649082,28.65616164,56.4693661,3.145492107,Low
16.60494584,1817.19746,33.09423096,58.4066795,0.851754873,Low
11.27102333,433.6654087,32.95434501,41.95661272,1.887366658,Low
42.57186066,862.5551018,25.57279363,56.34393949,1.752583906,Low
49.29809813,722.0887154,23.13333339,84.41818414,1.901483361,Low
28.6560582,1979.623736,31.62719117,41.27737006,2.151848916,Low
12.72556786,961.9626254,26.49620305,60.31637365,3.057096761,Low
17.25382969,1545.441589,22.8806299,41.56998149,0.315256786,Low
5.827580445,1464.032779,33.56638013,58.54617126,1.078450355,Low
46.1434463,660.5381037,22.97156291,48.63203204,0.464579993,Low
10.29879873,706.2960564,20.38710752,52.61091966,3.225960128,Low
30.9432414,778.183758,20.30419961,83.87991866,4.922893188,High
17.33248493,998.916373,29.33473035,61.80246103,5.446009432,High
29.93801011,698.3526116,29.92512591,53.68989957,5.257879972,High
34.31391748,333.4075207,24.66562558,69.4669189,5.451119336,High
42.33838117,1794.968197,24.80016484,47.10534799,1.997569632,Low
14.28895723,1941.536713,25.09240873,52.96958037,2.206035965,Low
5.49481229,880.669658,30.2023782,67.31239838,3.815336323,Low
11.15985335,875.461695,20.87200687,51.87615209,5.979024109,High
45.50083888,312.0560817,33.93674529,73.95638687,0.549496963,Low
44.32505349,1456.42617,23.33781566,64.57456511,0.643481623,Low
31.8835896,1703.247823,34.99509808,78.59945351,0.866765495,Low
32.02325872,549.2341106,22.57284041,87.41222679,5.92599729,High
34.92665035,571.4327939,31.57319686,45.79024447,2.964865768,Low
12.89170754,1643.141525,23.35118817,56.7332505,5.384681249,High
46.14853757,1347.694272,21.21270202,55.97745314,1.887172796,Low
23.84467362,376.262948,33.12399987,47.55914597,1.560187726,Low
22.24123377,1358.329884,32.88126889,80.51515687,2.911862537,Low
28.35129674,825.1601288,26.05355589,77.9939352,5.086868409,High
7.113468505,926.8327643,30.53594214,64.22127354,5.834190385,High
12.48275159,1608.543411,28.35598899,66.88853889,3.949652398,Low
38.21151274,1678.589828,32.79434171,42.9772069,1.001324377,Low
8.725940057,980.6062656,24.72583954,67.77536762,5.564173782,High
32.14184493,1910.159991,27.855086,79.5670762,0.449564762,Low
16.04070994,990.9866205,27.28058557,68.69137868,5.837783584,High
22.51830263,1612.12126,25.30858739,53.26531851,4.522423064,High
17.99121815,1122.59135,33.37182597,73.37741362,2.779241636,Low
21.00527224,1825.804955,22.48816887,58.0744215,1.010378366,Low
37.35706573,1843.194114,22.24262959,67.24366421,2.147876712,Low
18.3704772,448.6085734,28.65364303,64.37826816,4.448625366,High
30.48820881,1892.038663,29.86241345,59.05875005,1.880410891,Low
26.4222681,1703.409231,22.91928881,75.94389902,1.513117479,Low
34.86520244,1645.228214,25.86076163,84.1938056,5.901346852,High
47.15733827,641.5492775,34.19845764,40.26062592,2.076316193,Low
37.96574437,1668.702655,23.69926134,86.68082596,0.753956906,Low
14.67231704,1745.225649,30.02541053,65.5757568,2.729030766,Low
6.403241078,791.5555686,31.10224091,75.03659402,3.882089214,Low
16.80188199,1918.842133,26.72193049,82.78122831,1.114815298,Low
31.77850688,384.7622489,34.0628898,63.35518462,0.306371094,Low
7.314161607,554.8457305,31.04985103,81.74870367,5.699899559,High
27.33648112,1213.887935,26.8688687,48.88099097,0.85833607,Low
31.8579282,1278.847201,28.54002803,47.95837672,0.776752854,Low
20.04097509,1396.755142,30.38920165,72.87356844,5.760787794,High
39.69104917,328.8475198,28.88285271,83.50715028,2.416580587,Low
9.796921391,1932.623517,33.18046376,84.62130888,0.423236765,Low
8.381200178,375.7997576,25.35332993,72.18702292,9.077298016,High
37.76849403,543.2053196,24.4982861,66.27446151,2.739099294,Low
27.29710923,323.8246798,23.20758334,56.56965438,3.235533655,Low
35.97810784,1263.659337,20.56674452,89.00002078,2.475644985,Low
24.56723024,1884.853703,20.64520947,55.98478433,1.642260156,Low
16.0880915,1432.110182,33.0508279,77.20930536,2.007592348,Low
41.8596043,1698.517696,30.1758972,66.59909,1.478563017,Low
40.97371455,322.5780459,29.90798623,70.42561713,2.093409255,Low
36.26134119,1221.426007,29.21964228,59.67402753,0.102293585,Low
17.24653118,1081.257062,32.73828717,88.24115627,2.28812017,Low
31.56038001,1148.245505,27.20400388,68.5841163,3.100031094,Low
21.24382536,422.7624151,33.05616243,86.88938152,1.365899543,Low
9.1211933,1463.540114,25.39167539,40.37957081,0.452894979,Low
46.2791109,1155.474705,33.90061257,68.63352916,2.470722832,Low
11.15683839,1600.753045,30.4798547,75.85934449,3.940982728,Low
47.76068092,1124.994078,23.85765704,77.25400856,1.362280634,Low
25.07025978,553.9487816,28.46127383,85.24884409,4.286252224,High
13.3309818,1402.036822,27.99545842,40.22008045,2.317505897,Low
29.38554263,593.0568156,22.06848233,40.01650796,1.443433079,Low
44.28256261,1783.070758,28.86864359,63.61317304,2.366875005,Low
37.95011989,1342.297606,24.72178436,41.46468525,0.22052483,Low
41.29525165,567.246602,20.7852315,88.72662768,0.574781904,Low
34.6452515,1935.974698,34.22984237,51.10325873,1.654602749,Low
36.1524454,1181.221288,29.62235554,63.63323647,2.841264974,Low
43.21380432,423.9273682,33.15378398,43.0568815,0.22427354,Low
16.2350604,1365.615938,30.14084008,66.10242081,3.129252648,Low
27.02412336,730.4381419,25.35475538,58.99780626,3.469652025,Low
14.95442488,1666.278868,27.69032108,42.23300144,1.923459387,Low
49.44506036,1690.297525,30.13620141,56.75621333,1.19697875,Low
47.48267029,1964.210505,34.40378488,59.57180101,2.476657138,Low
6.774206512,1153.178203,23.80504189,89.49607456,3.215799454,Low
36.75088276,1073.426696,33.12465588,50.3942936,0.58924226,Low
46.63617428,1580.908529,33.86116708,67.23898077,0.900079216,Low
13.12589053,525.2001158,30.05623272,89.36577746,4.88019026,High
30.55753537,1229.756373,33.96899941,79.6009604,2.055518071,Low
46.19697339,1228.62092,25.96817881,89.66837504,0.372609882,Low
6.527569036,452.1043088,34.29524264,88.41491573,2.831414127,Low
36.38391203,1010.572945,30.54174316,64.4769771,1.023132406,Low
18.38070533,1750.584158,20.63008651,74.81879249,2.139506289,Low
46.59782879,1755.461157,33.60309248,45.52215635,1.572623157,Low
48.69762103,468.7040304,27.26709214,62.05744125,0.668274341,Low
47.49199201,454.2255007,26.90490477,80.45092711,2.538684969,Low
26.33963975,746.5823109,28.49699909,65.26676605,5.454714085,High
43.79191929,1787.102306,22.2407682,75.13495164,1.188215562,Low
43.00472293,519.1343946,27.03749073,77.2875665,1.765822757,Low
19.3595213,1523.994564,32.46690825,52.67345706,0.773477088,Low
42.30119634,471.9815533,20.23223689,83.78496865,2.069554886,Low
6.665343562,1359.334351,24.0937574,62.99112155,3.927080438,Low
31.83214453,905.3144085,20.0368188,50.50925518,5.532236203,High
15.35039768,1641.153737,26.23566964,83.27079409,3.652155313,Low
10.42550986,697.273763,30.92473266,60.89094031,3.044410268,Low
8.462894073,1386.64311,31.98157744,77.51562192,3.805524126,Low
36.33299491,700.6603088,34.17784642,67.40165361,0.573157459,Low
20.29437337,1513.222481,29.12756919,59.09358761,4.524859319,High
37.61450472,1785.252659,23.819403,80.49382075,0.611109875,Low
7.941035336,515.5630585,33.86221924,69.22349658,2.289569612,Low
19.1880652,1773.212671,31.62973631,59.52810512,0.724111914,Low
29.27710816,1309.077933,28.61642725,45.47989352,2.12090454,Low
40.58254242,516.0878345,30.43460324,84.77226569,1.735412769,Low
19.34386263,1026.821154,33.86474533,41.77347927,2.958749569,Low
33.16511194,573.4624989,30.68591043,83.15936742,5.999702931,High
44.86899867,1490.591411,25.52561761,57.99807624,2.60857825,Low
32.71384347,1590.075829,30.69542303,71.96693818,5.279950108,High
15.48317636,479.8540845,20.60417244,86.10998619,7.545825656,High
6.09803517,1160.43775,25.79623343,47.58533078,2.259830181,Low
44.15444933,1684.862595,26.09484548,68.34752378,2.870026611,Low
5.957123488,1891.477171,22.50257352,78.22164312,0.070132726,Low
44.36157527,1172.980373,20.34628221,77.87919164,1.613744101,Low
28.80217103,1915.47468,22.00071855,66.28159573,0.653994913,Low
47.25804643,1210.67125,29.81932244,71.236973,1.673628948,Low
40.94524561,970.1238408,32.03433225,77.87634971,1.399341269,Low
49.90703497,1741.945319,34.82305239,82.05138189,1.727305745,Low
20.7820317,1138.070608,25.19545255,78.09065484,4.652886664,High
39.523473,1102.234268,28.99068833,57.70024716,2.880321118,Low
23.08689111,1133.531232,34.0571745,89.83632005,1.656558327,Low
26.59440291,1739.534503,22.50562672,61.72513469,2.538696264,Low
33.23774584,1714.300621,30.7646838,41.22323514,0.95946086,Low
44.31547014,985.9839871,31.324681,58.13084758,1.314302066,Low
49.28375611,866.6097618,21.33463304,46.38914773,1.411240428,Low
39.57230362,1136.277641,32.91874078,46.07213079,0.83618413,Low
23.7995052,1273.713267,32.19657571,54.07675201,1.139370784,Low
23.9610651,705.1732581,20.5010451,42.66877471,1.795539238,Low
38.19120357,1649.723644,21.36626622,74.42560942,1.74056329,Low
15.74497156,1127.020702,20.73690341,43.69944421,1.909306034,Low
9.971335091,867.8774323,25.02115298,50.16447777,4.055453746,High
20.95799709,481.595688,27.63933486,44.64498572,0.947494485,Low
17.92575462,706.0367727,27.98521592,43.15838655,1.834853648,Low
18.33386542,1913.777992,24.0150014,53.38758328,0.398585245,Low
15.5123488,818.6694676,33.6739533,68.59494838,0.759094631,Low
6.894193534,587.0607919,25.52394185,88.23427782,6.168510948,High
5.804327063,1083.143746,20.68325234,83.77783272,3.217832558,Low
49.44750754,822.0491637,24.50340667,83.79669627,0.730149838,Low
24.24979102,359.7707255,27.96664134,48.8033518,0.058587841,Low
22.29469912,849.3468694,26.12332734,53.24535967,3.736231776,Low
35.58412772,1224.984661,24.10763779,43.81966584,1.964928969,Low
14.82142495,1237.911032,21.96984875,78.923417,3.183321235,Low
47.74825328,906.150166,32.2874675,43.49081507,1.310210033,Low
40.38552565,1060.414686,34.94217863,67.83478354,2.739326361,Low
9.023495104,1941.380461,24.943132,52.39377862,2.373854487,Low
23.79113491,941.4924113,25.72431566,52.1722817,3.916312507,Low
44.56032384,738.9855825,29.27056287,89.53625276,2.774416438,Low
47.512941,713.8939749,30.77662212,77.83899035,0.98893949,Low
26.03306801,1078.199842,25.88044302,81.84696791,3.217546489,Low
32.60351251,1591.184253,33.57394275,68.59913427,2.98216787,Low
12.51652757,650.1799131,28.40005984,83.55071437,5.610067582,High
49.60258818,1505.803416,26.75585115,72.27452696,1.39779835,Low
15.42522656,335.9546997,29.7000913,87.30868524,4.999129573,High
47.42292984,1012.186063,34.29205772,54.0669293,2.013684234,Low
34.2340992,1618.970611,31.91828442,69.76597729,3.583446692,Low
32.34815577,875.8460248,20.60019696,74.5065674,3.600145899,Low
28.070983,1258.353072,24.98464866,59.64686525,4.40874211,High
15.38014153,648.4646958,27.05817027,83.98539912,5.73471942,High
12.94376144,1561.392165,24.71776358,88.99015816,3.029981325,Low
14.92187941,388.8744756,30.50281341,64.68847457,5.347516908,High
13.3897218,1749.322496,32.39403725,59.53203274,0.172580351,Low
40.08130131,636.9338569,30.97017643,63.59689643,1.434666345,Low
20.75563666,1786.476654,34.8399993,82.63683729,1.913618499,Low
7.602920445,899.2997102,24.08821472,72.27342128,8.747037068,High
48.60961836,1528.562077,33.12484243,42.23861863,0.175437791,Low
44.77036482,842.6830062,31.49933998,67.10849552,1.255810852,Low
46.74885274,1840.049841,25.43268136,40.86500614,1.751511782,Low
49.77085202,515.2831134,31.01186815,78.92676855,0.198136612,Low
12.82528621,603.4836418,21.56113935,56.41561368,3.40528367,Low
22.83089085,1138.151213,31.84000224,63.60037411,4.990946969,High
39.12073141,439.2953464,27.98495904,79.9339053,1.56491459,Low
36.32092781,633.166314,24.38435259,42.32244086,0.485485984,Low
11.92531579,1904.40285,29.83665953,47.92707678,1.605718011,Low
41.71249062,1960.032424,29.62429998,59.89801882,2.73807712,Low
15.09982573,939.6408599,23.14229334,51.49625818,3.046762754,Low
15.07179267,1869.586236,20.45596122,56.89507129,1.92790132,Low
29.16384903,1226.201949,26.5043388,89.90873689,3.220951304,Low
31.68229707,758.562192,28.54267804,81.27072188,3.019348329,Low
31.10387935,1494.077826,33.14907918,84.19509075,0.451963466,Low
9.116907683,1420.133071,33.92325193,86.85273168,1.268719896,Low
44.48573882,1981.513042,27.93207827,57.04679402,2.407031997,Low
16.95200192,750.5803886,31.30705226,54.85384789,3.84535649,Low
10.82817146,1442.501155,26.58954908,51.70312463,4.877019637,High
44.99366359,388.4403836,31.19123235,81.50584557,1.233469914,Low
48.00431742,493.1982658,23.07202287,73.97759311,0.702995376,Low
43.79574278,306.6612374,25.56597102,51.80859912,1.542741343,Low
41.42822336,1999.083158,29.51341998,58.84969146,2.392393471,Low
34.48588913,1663.865285,20.27236948,65.3355882,5.49747711,High
29.78858168,1637.429125,30.83691966,66.40700286,5.539558596,High
8.914404196,1166.534328,32.53303252,84.43638643,1.015673438,Low
23.38039459,810.1140409,25.98712492,59.02830665,5.380368194,High
21.77098327,557.1492836,26.71913626,85.42620153,3.636535365,Low
16.68892027,783.947056,32.76923318,62.06837802,2.215275304,Low
37.55390512,939.1510773,31.63481953,77.31863374,2.845153279,Low
27.31440808,1585.727165,24.32224234,86.512716,3.041231504,Low
8.647079716,1217.425041,24.8596416,85.3787852,4.321091794,High
14.90824409,431.7221651,30.18317349,42.84764336,1.943312965,Low
35.74664436,330.6493152,28.44797139,50.28521475,2.105327311,Low
8.425888677,473.9647052,22.43344357,63.84527128,3.528263275,Low
43.30431113,997.8478133,24.64894864,61.5777145,2.916549826,Low
27.28159372,1886.427959,33.49974915,72.04458324,1.845796104,Low
26.62639598,1383.584218,30.32261655,87.23545254,3.493021804,Low
31.65835031,1663.10403,34.78961477,45.62023556,0.061567535,Low
42.11064347,1092.836811,31.50518795,62.59293326,2.349792596,Low
20.65141436,914.8323414,34.12961648,49.62055189,0.239114218,Low
35.51072687,484.2806336,23.24282861,84.70537992,0.423152763,Low
30.45793838,1789.086138,31.57227312,88.22900929,1.724490081,Low
17.01627216,1631.372049,20.3032628,63.93508409,4.81051651,High
44.53834939,585.8007659,30.06140033,45.20051489,2.060661356,Low
40.88417097,1170.842959,27.03923417,79.26473334,1.180542038,Low
34.63033256,1128.537173,25.20140108,74.85706752,5.321696007,High
43.27617781,1362.65564,32.93606528,57.73354133,2.923075799,Low
44.02823904,1908.51772,32.81401539,84.3703737,0.813284829,Low
36.87633395,1285.611451,20.33452557,88.79159449,2.10908585,Low
42.66559978,1218.369354,29.14257684,67.89269246,2.785405957,Low
36.38621578,385.548986,25.51748336,68.28639557,2.058860288,Low
35.60633473,406.9427092,26.23491502,54.87567526,2.043328496,Low
32.83751202,618.4895453,32.48061109,69.2253018,0.671317707,Low
38.87224878,355.2003119,24.64759657,61.98211603,1.605390601,Low
12.13722974,1563.699922,34.14573216,55.10955135,1.687568531,Low
44.63918416,1529.661517,22.6945074,43.35925983,2.100388687,Low
44.23295875,531.2955985,29.94083635,52.63539299,2.99046435,Low
6.316127737,1721.334131,30.08157601,49.89273248,0.100931468,Low
42.16175378,563.1362592,23.78292742,67.10209923,0.195697984,Low
10.79914404,811.9984979,24.87125913,70.08350109,6.311800278,High
20.08034844,723.2607286,32.52197739,70.42858622,2.228937403,Low
38.45787153,932.9220676,31.42707882,59.40905005,0.409061385,Low
12.23419532,732.928402,24.9364382,61.06148668,4.867355623,High
41.80851609,1131.216575,28.0093482,81.71192148,0.974006634,Low
42.44603801,992.5933983,20.92520444,63.81164068,1.371959869,Low
27.83604802,1977.168134,23.13118824,89.38866661,0.646989479,Low
5.287364227,395.0747952,27.28730838,61.9808615,5.598319684,High
17.91671599,541.7083399,21.28960603,72.47904723,8.344601297,High
32.76171133,389.8040196,32.64998532,42.51814995,2.833689791,Low
49.15337801,1363.930031,30.77009315,72.66699622,1.723788749,Low
33.43160872,392.6657716,34.15450506,82.57131972,0.371724092,Low
16.69116115,1721.947554,30.40200359,87.12289193,0.512611302,Low
33.53025664,1170.295672,34.10602058,89.86603058,2.967221929,Low
29.29934209,1195.912962,28.31768834,54.10893228,5.176695592,High
40.09304278,1254.710663,29.00327917,68.76850324,0.14783625,Low
9.814128747,590.3833007,34.65456582,62.53589928,2.111343015,Low
39.24625561,636.0735153,29.6319372,68.19087403,1.23651914,Low
29.35699604,841.9894489,20.46179853,47.87264786,0.92162516,Low
48.33464017,1308.943907,30.85704165,82.80747863,0.462182381,Low
20.38424747,657.2002191,33.58203038,85.47844717,2.519711864,Low
33.46798519,497.7639361,31.93370375,62.48308316,3.191524137,Low
46.94126475,1949.198707,28.75749909,54.02149308,0.869506387,Low
9.61293776,337.3690852,30.0695527,47.04167138,0.919148681,Low
47.17528193,1664.585589,34.85287684,74.18824124,0.482715852,Low
35.9548575,1639.659754,21.35993133,55.61159198,1.52455465,Low
8.05266766,805.2639935,30.00867243,85.4769285,3.03510788,Low
18.54336051,530.5652472,24.25096542,73.55062374,7.203902062,High
36.86774399,547.5686994,29.60135595,72.28426626,2.800888332,Low
